<BEGIN>;;;;;;;;;;;;;;;;;
<Thermal generating units>;;;;;;;;;;;;;;;;;
Plant's Name;Plant's ID;Unit's ID;Minimum power output (MW);Maximum power output (MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus;Standard linear generation cost ($/MWh);Constant cost ($);Start-up cost ($);Shut-down cost ($);Minimum reactive generation (MVAr);Maximum reactive generation (MVAr);Maximum apparent power (MVA);Comments
g783;783;783;2.186324516;12.13493464;8.49;8.49;2;2;4155;64.75029665;0;75.4075;0;0;0;0;
g784;784;784;1.453188159;12.0546664;8.44;8.44;4;4;4155;38.04007984;0;62.972;0;0;0;0;
g785;785;785;0.333009146;11.99197343;8.39;8.39;4;4;4155;8.14153736;0;77.7405;0;0;0;0;
g786;786;786;0.466303524;4.554529189;3.19;3.19;1;1;4157;0;0;5.5035;0;0;0;0;
g787;787;787;0.671547759;4.358434113;3.05;3.05;4;4;4157;0;0;6.43;0;0;0;0;
g788;788;788;0.084669487;23.90976284;16.74;16.74;2;2;4195;8.87590128;0;298.0795;0;0;0;0;
g789;789;789;2.078766798;11.94336878;8.36;8.36;2;2;4224;48.70253928;0;72.0815;0;0;0;0;
g790;790;790;2.088811046;11.80917592;8.27;8.27;2;2;4224;56.8702968;0;68.5185;0;0;0;0;
g791;791;791;2.232033419;11.85806137;8.3;8.3;2;2;4243;63.8274112;0;46.3715;0;0;0;0;
g792;792;792;0.439777573;9.633837678;6.74;6.74;4;4;4242;0;0;5.751;0;0;0;0;
g793;793;793;1.855282082;12.992394;9.09;9.09;4;4;4257;59.46947845;0;107.975;0;0;0;0;
g794;794;794;1.588185286;16.1921692;11.33;11.33;2;2;4261;52.7510818;0;144.6535;0;0;0;0;
g795;795;795;0;33.60926144;23.53;23.53;1;1;4270;0;0;8.16;0;0;0;0;
g796;796;796;0.904634086;18.72237415;13.11;13.11;1;1;4271;21.30654204;0;172.623;0;0;0;0;
g797;797;797;0.163392656;15.21353859;10.65;10.65;2;2;4286;13.23019835;0;145.0835;0;0;0;0;
g798;798;798;4.768482781;25.4963679;17.85;17.85;2;2;4286;71.0096098;0;155.3505;0;0;0;0;
g799;799;799;3.442900001;11.7189778;8.2;8.2;1;1;4300;60.5951481;0;23.8305;0;0;0;0;
g800;800;800;0.414061145;11.69425083;8.19;8.19;1;1;4300;9.585512795;0;72.0195;0;0;0;0;
g801;801;801;0.34426497;4.428234768;3.1;3.1;4;4;4318;0;0;2.8095;0;0;0;0;
g802;802;802;0;44.35714286;31.05;31.05;1;1;4324;20.635;0;4.256;0;0;0;0;
g803;803;803;0.559462118;5.491398074;3.84;3.84;4;4;4325;0;0;5.849;0;0;0;0;
g804;804;804;0;1.540966874;1.08;1.08;4;4;4326;1.726312725;0;0;0;0;0;0;
g805;805;805;0.587872397;7.565570548;5.3;5.3;2;2;4330;0;0;10.43;0;0;0;0;
g806;806;806;2.477287431;13.71683127;9.6;9.6;2;2;4334;47.18181971;0;84.7825;0;0;0;0;
g807;807;807;3.16189475;14.97083;10.48;10.48;1;1;4334;78.31230435;0;125.0425;0;0;0;0;
g808;808;808;0;33.07615109;23.15;23.15;4;4;4340;0;0;87.9515;0;0;0;0;
g809;809;809;1.454014571;17.8126908;12.47;12.47;2;2;4344;12.1442992;0;162.3095;0;0;0;0;
g810;810;810;0.021781899;3.95538899;2.77;2.77;2;2;4345;0;0;0;0;0;0;0;
g811;811;811;7.650018313;53.98881421;37.79;37.79;4;4;4349;0;0;94.876;0;0;0;0;
g812;812;812;0.359039476;10.56235829;7.39;7.39;4;4;4351;2.04657961;0;10.489;0;0;0;0;
g813;813;813;0.065999641;5.940000326;4.16;4.16;4;4;4351;0;0;0.68;0;0;0;0;
g814;814;814;4.111583113;29.60158161;20.72;20.72;2;2;4352;0;0;256.4125;0;0;0;0;
g815;815;815;0.328505972;9.661827504;6.76;6.76;2;2;4362;0;0;8.3115;0;0;0;0;
g816;816;816;5.009033603;19.18827739;13.43;13.43;4;4;4362;17.11643055;0;66.765;0;0;0;0;
g817;817;817;3.192375919;25.71381308;18;18;2;2;4370;11.23051975;0;246.459;0;0;0;0;
g818;818;818;0.492471784;10.81971314;7.57;7.57;1;1;4377;7.415822355;0;10.1695;0;0;0;0;
g819;819;819;0;3.838966503;2.69;2.69;4;4;4400;0;0;0;0;0;0;0;
g820;820;820;2.288028218;15.82623517;11.08;11.08;1;1;4403;75.69710915;0;123.9905;0;0;0;0;
g821;821;821;0;1.174819593;0.82;0.82;1;1;4408;0;0;0;0;0;0;0;
g822;822;822;0;1.676191616;1.17;1.17;2;2;4408;0;0;0;0;0;0;0;
g823;823;823;0.543059625;4.501398511;3.15;3.15;4;4;4408;0;0;5.853;0;0;0;0;
g824;824;824;1.660817951;13.5345301;9.47;9.47;2;2;4417;26.72758905;0;100.584;0;0;0;0;
g825;825;825;0;2.362230074;1.65;1.65;2;2;4437;0;0;0;0;0;0;0;
g826;826;826;0.319749932;17.84243131;12.49;12.49;1;1;4437;17.17186276;0;178.998;0;0;0;0;
g827;827;827;0.108935017;5.241654831;3.67;3.67;4;4;4438;0;0;0.884;0;0;0;0;
g828;828;828;0.198746375;9.838302557;6.89;6.89;2;2;4438;0;0;6.188;0;0;0;0;
g829;829;829;0.065830793;2.861886273;2;2;4;4;4439;0;0;0;0;0;0;0;
g830;830;830;0.487335727;5.556967521;3.89;3.89;4;4;4454;0;0;4.72;0;0;0;0;
g831;831;831;2.436970803;11.6949704;8.19;8.19;4;4;4472;46.34725059;0;22.904;0;0;0;0;
g832;832;832;0.020671394;3.991600674;2.79;2.79;4;4;4472;0;0;0;0;0;0;0;
g833;833;833;5.928630115;25.22852423;17.66;17.66;2;2;4477;105.8438324;0;175.031;0;0;0;0;
g834;834;834;1.010043255;13.45632103;9.42;9.42;4;4;4478;20.31074914;0;78.648;0;0;0;0;
g835;835;835;0.336894864;9.627522354;6.74;6.74;4;4;4496;0;0;7.527;0;0;0;0;
g836;836;836;0;48.92195821;34.25;34.25;4;4;4498;0;0;32.663;0;0;0;0;
g837;837;837;2.838376706;23.44574801;16.41;16.41;4;4;4499;17.22047921;0;190.216;0;0;0;0;
g838;838;838;3.521376319;23.34931174;16.34;16.34;2;2;4500;70.88001975;0;141.4785;0;0;0;0;
g839;839;839;4.451522005;23.28139325;16.3;16.3;2;2;4501;66.77421325;0;183.6405;0;0;0;0;
g840;840;840;5.054598559;23.39027374;16.37;16.37;1;1;4502;36.24038077;0;142.295;0;0;0;0;
g841;841;841;5.923142767;23.66957268;16.57;16.57;4;4;4503;25.39758746;0;178.294;0;0;0;0;
g842;842;842;6.73853187;21.39063458;14.97;14.97;1;1;4516;0;0;129.1805;0;0;0;0;
g843;843;843;3.238652785;25.2878669;17.7;17.7;4;4;4529;0;0;247.402;0;0;0;0;
g844;844;844;4.347022765;20.71571764;14.5;14.5;2;2;4532;2.276260873;0;160.565;0;0;0;0;
g845;845;845;2.032758783;20.66271277;14.46;14.46;2;2;4532;12.47786451;0;139.47;0;0;0;0;
g846;846;846;14.87912187;81.58887797;57.11;57.11;4;4;4536;0;0;1177.578;0;0;0;0;
g847;847;847;0;37.15293839;26.01;26.01;4;4;4558;15.57995667;0;3.782;0;0;0;0;
g848;848;848;0;37.62212165;26.34;26.34;2;2;4558;13.27786519;0;4.311;0;0;0;0;
g849;849;849;0;39.21400961;27.45;27.45;1;1;4558;5.308079065;0;6.9895;0;0;0;0;
g850;850;850;0;43.61280503;30.53;30.53;2;2;4558;9.261620145;0;7.446;0;0;0;0;
g851;851;851;0;39.04101437;27.33;27.33;4;4;4558;13.23473163;0;4.663;0;0;0;0;
g852;852;852;3.891467103;21.62084383;15.13;15.13;2;2;4587;65.37048275;0;128.829;0;0;0;0;
g853;853;853;4.913800217;11.58935573;8.11;8.11;1;1;4591;75.286942;0;22.7;0;0;0;0;
g854;854;854;44;45;31.5;31.5;1;1;4594;183.9019195;0;158.0815;0;0;0;0;
g855;855;855;44;45;31.5;31.5;1;1;4594;200.9037169;0;134.1715;0;0;0;0;
g856;856;856;0.036851661;5.596261344;3.92;3.92;1;1;4602;0;0;0.3325;0;0;0;0;
g857;857;857;3.508484562;16.78061021;11.75;11.75;2;2;4603;79.2150427;0;142.0045;0;0;0;0;
g858;858;858;0.413832856;5.623788313;3.94;3.94;1;1;4605;0;0;4.1965;0;0;0;0;
g859;859;859;1.108057371;12.56324967;8.79;8.79;4;4;4608;41.81367104;0;78.561;0;0;0;0;
g860;860;860;2.030020754;12.47423557;8.73;8.73;4;4;4608;58.96234635;0;64.4335;0;0;0;0;
g861;861;861;3.890890736;23.32423062;16.33;16.33;4;4;4643;0;0;207.0045;0;0;0;0;
g862;862;862;0.281984298;7.689499904;5.38;5.38;1;1;4654;0;0;9.755;0;0;0;0;
g863;863;863;0.212592964;5.436980213;3.81;3.81;2;2;4655;0;0;2.135;0;0;0;0;
g864;864;864;0.031590702;3.849365302;2.69;2.69;1;1;4656;0;0;0;0;0;0;0;
g865;865;865;2.812198057;22.62897407;15.84;15.84;4;4;4665;0;0;95.473;0;0;0;0;
g866;866;866;5.258636353;25.20140322;17.64;17.64;1;1;4666;54.6381239;0;131.275;0;0;0;0;
g867;867;867;0.853327637;17.11034396;11.98;11.98;2;2;4671;30.90014852;0;141.938;0;0;0;0;
g868;868;868;0.667435334;9;6.3;6.3;4;4;4677;0;0;11.872;0;0;0;0;
g869;869;869;2.380291722;11.42868786;8;8;1;1;4681;65.19387005;0;52.4805;0;0;0;0;
g870;870;870;6.269796847;22.27613117;15.59;15.59;1;1;4682;0;0;138.9475;0;0;0;0;
g871;871;871;0.61301812;9.473531172;6.63;6.63;4;4;4690;0;0;9.0445;0;0;0;0;
g872;872;872;3.237102728;21.83356158;15.28;15.28;4;4;4690;33.81218795;0;194.132;0;0;0;0;
g873;873;873;0.373161507;2.935717145;2.06;2.06;4;4;4695;0;0;0;0;0;0;0;
g874;874;874;0;0.208840167;0.15;0.15;4;4;4695;1.149821258;0;0;0;0;0;0;
g875;875;875;0.59841694;4.271114316;2.99;2.99;2;2;4695;0;0;6.5085;0;0;0;0;
g876;876;876;0.254440623;6.723633795;4.71;4.71;4;4;4695;0;0;2.39;0;0;0;0;
g877;877;877;0.164622051;2.9385402;2.06;2.06;2;2;4695;0;0;0;0;0;0;0;
g878;878;878;1.481765038;13.77231833;9.64;9.64;1;1;4708;43.6934101;0;96.4875;0;0;0;0;
g879;879;879;0;0.160666973;0.11;0.11;2;2;4723;3.837207643;0;0;0;0;0;0;
g880;880;880;0;0.247301654;0.17;0.17;1;1;4723;8.97554203;0;0;0;0;0;0;
g881;881;881;0;0.200851589;0.14;0.14;4;4;4723;5.796110085;0;0;0;0;0;0;
g882;882;882;1.71720398;11.28918657;7.9;7.9;2;2;4740;38.55149854;0;47.4315;0;0;0;0;
g883;883;883;0.2738326;11.2781583;7.89;7.89;1;1;4740;17.28505814;0;79.5;0;0;0;0;
g884;884;884;0.277787538;10.46556561;7.33;7.33;4;4;4741;5.179902675;0;2.902;0;0;0;0;
g885;885;885;0;2.275347929;1.59;1.59;1;1;4741;0.229340534;0;0;0;0;0;0;
g886;886;886;0.504006962;9.462517194;6.62;6.62;4;4;4742;0;0;8.054;0;0;0;0;
g887;887;887;0.210953549;9.54483924;6.68;6.68;4;4;4743;0;0;4.0855;0;0;0;0;
g888;888;888;2.053976322;14.89006689;10.42;10.42;1;1;4743;44.71687668;0;131.2465;0;0;0;0;
g889;889;889;1.215314443;14.79243745;10.35;10.35;1;1;4743;55.6869631;0;116.901;0;0;0;0;
g890;890;890;0.854877365;8.641108376;6.05;6.05;4;4;4778;0;0;10.3455;0;0;0;0;
g891;891;891;0.505376361;9.747229396;6.82;6.82;2;2;4779;0;0;13.12;0;0;0;0;
g892;892;892;0.215150743;9.645361698;6.75;6.75;2;2;4779;0;0;6.84;0;0;0;0;
g893;893;893;0.526075387;9.558225368;6.69;6.69;1;1;4780;0;0;6.4905;0;0;0;0;
g894;894;894;0.639725145;9.753407814;6.83;6.83;2;2;4780;0;0;13.944;0;0;0;0;
g895;895;895;4.524453459;21.81134207;15.27;15.27;1;1;4789;155.1033234;0;129.1005;0;0;0;0;
g896;896;896;0.033266833;3.23116814;2.26;2.26;2;2;4792;0;0;0;0;0;0;0;
g897;897;897;0.581910051;6.396849259;4.48;4.48;4;4;4800;0;0;4.607;0;0;0;0;
g898;898;898;5.29550994;24.02827204;16.82;16.82;2;2;4805;0;0;151.556;0;0;0;0;
g899;899;899;0.508276446;9.072033116;6.35;6.35;4;4;4811;0;0;9.8885;0;0;0;0;
g900;900;900;2.404707993;13.7675765;9.64;9.64;4;4;4816;55.12885245;0;90.682;0;0;0;0;
g901;901;901;3.192618337;26.55005837;18.59;18.59;2;2;4827;0;0;206.772;0;0;0;0;
g902;902;902;3.774880715;19.7708645;13.84;13.84;1;1;4837;68.0306343;0;127.327;0;0;0;0;
g903;903;903;0.194505237;6.095044739;4.27;4.27;2;2;4840;0;0;2.008;0;0;0;0;
g904;904;904;1.247441163;14.71058358;10.3;10.3;4;4;4841;56.34152855;0;92.9915;0;0;0;0;
g905;905;905;1.203444615;14.75998634;10.33;10.33;2;2;4841;44.95090682;0;108.2795;0;0;0;0;
g906;906;906;1.053689182;14.8078827;10.37;10.37;4;4;4842;36.0609686;0;137.699;0;0;0;0;
g907;907;907;1.048075672;14.91473308;10.44;10.44;1;1;4842;32.66746672;0;132.1355;0;0;0;0;
g908;908;908;0;282.1577995;197.51;197.51;4;4;4850;0;0;441.295;0;0;0;0;
g909;909;909;0;277.9035312;194.53;194.53;2;2;4850;0;0;477.7095;0;0;0;0;
g910;910;910;0;282.9080894;198.04;198.04;4;4;4849;0;0;416.1345;0;0;0;0;
g911;911;911;0;264.8751943;185.41;185.41;4;4;4849;0;0;446.1715;0;0;0;0;
g912;912;912;0;258.4213825;180.89;180.89;4;4;4848;0;0;471.6305;0;0;0;0;
g913;913;913;0;276.6125127;193.63;193.63;2;2;4848;0;0;410.525;0;0;0;0;
g914;914;914;0;282.6731046;197.87;197.87;4;4;4847;0;0;437.2905;0;0;0;0;
g915;915;915;0;288.9355158;202.25;202.25;4;4;4847;0;0;312.4975;0;0;0;0;
g916;916;916;3.103836205;25.30525544;17.71;17.71;2;2;4857;0;0;210.741;0;0;0;0;
g917;917;917;2.265693776;23.7695919;16.64;16.64;1;1;4857;0;0;163.247;0;0;0;0;
g918;918;918;0.631642331;8.853847985;6.2;6.2;1;1;4868;0;0;4.8705;0;0;0;0;
g919;919;919;0.082410248;5.614353712;3.93;3.93;2;2;4876;0;0;0.702;0;0;0;0;
g920;920;920;0.52117671;10.43728369;7.31;7.31;4;4;4876;0;0;15.9325;0;0;0;0;
g921;921;921;0.155769424;10.88975079;7.62;7.62;4;4;4890;0;0;47.448;0;0;0;0;
g922;922;922;0.137570837;11.05115764;7.74;7.74;4;4;4890;5.63080488;0;70.272;0;0;0;0;
g923;923;923;2.36458417;21.99451012;15.4;15.4;4;4;4897;40.38669638;0;194.518;0;0;0;0;
g924;924;924;2.329449587;12.75677045;8.93;8.93;1;1;4904;59.2776513;0;84.476;0;0;0;0;
g925;925;925;1.54381303;22.87475176;16.01;16.01;1;1;4908;0;0;218.717;0;0;0;0;
g926;926;926;3.714949433;19.73480608;13.81;13.81;2;2;4908;52.60837325;0;136.4365;0;0;0;0;
g927;927;927;0.322110094;4.598661125;3.22;3.22;1;1;4920;0;0;3.595;0;0;0;0;
g928;928;928;1.917554737;15.72118369;11;11;4;4;4924;56.1307665;0;141.8255;0;0;0;0;
g929;929;929;0.29720595;21.1260573;14.79;14.79;4;4;4926;34.91252809;0;162.343;0;0;0;0;
g930;930;930;2.822499083;19.97449615;13.98;13.98;4;4;4926;0;0;200.1455;0;0;0;0;
g931;931;931;5.720008458;20.2177013;14.15;14.15;2;2;4926;38.83736143;0;93.613;0;0;0;0;
g932;932;932;2.945855356;25.90138091;18.13;18.13;4;4;4946;0;0;229.185;0;0;0;0;
g933;933;933;2.302041471;22.27243237;15.59;15.59;2;2;4949;0;0;119.656;0;0;0;0;
g934;934;934;1.315347497;19.82134825;13.87;13.87;2;2;4956;2.933680928;0;206.9155;0;0;0;0;
g935;935;935;0.401697375;9.147862284;6.4;6.4;4;4;4972;0;0;5.121;0;0;0;0;
g936;936;936;0;3.973255467;2.78;2.78;1;1;4976;0;0;0;0;0;0;0;
g937;937;937;1.907358896;21.73135067;15.21;15.21;2;2;4990;0;0;213.463;0;0;0;0;
g938;938;938;3.464404463;23.71617738;16.6;16.6;4;4;4990;10.178334;0;155.505;0;0;0;0;
g939;939;939;4.458886828;29.69199857;20.78;20.78;2;2;4997;53.3883734;0;248.1095;0;0;0;0;
g940;940;940;3.81354729;17.56487571;12.3;12.3;1;1;4997;82.14809975;0;113.956;0;0;0;0;
g941;941;941;1.14852247;19.69492084;13.79;13.79;1;1;5013;40.01888526;0;102.1775;0;0;0;0;
g942;942;942;4.539037587;33.7872279;23.65;23.65;1;1;5014;27.95486172;0;232.6185;0;0;0;0;
g943;943;943;4.290773905;29.25380806;20.48;20.48;1;1;5015;22.89354792;0;220.054;0;0;0;0;
g944;944;944;5.457822387;23.69114207;16.58;16.58;4;4;5016;0;0;210.6275;0;0;0;0;
g945;945;945;0.497020889;9.439326289;6.61;6.61;1;1;5023;0;0;8.4785;0;0;0;0;
g946;946;946;2.602563522;26.93180162;18.85;18.85;1;1;5024;0;0;202.129;0;0;0;0;
g947;947;947;2.344068355;11.76936963;8.24;8.24;4;4;5042;57.98397085;0;48.2225;0;0;0;0;
g948;948;948;2.305947848;19.76328014;13.83;13.83;4;4;5042;0;0;167.4265;0;0;0;0;
g949;949;949;3.52037771;20.55573259;14.39;14.39;2;2;5044;18.88815331;0;171.2645;0;0;0;0;
g950;950;950;1.688033629;17.84404476;12.49;12.49;1;1;5050;0;0;155.8825;0;0;0;0;
g951;951;951;2.398656185;20.2917766;14.2;14.2;1;1;5054;0;0;162.418;0;0;0;0;
g952;952;952;0;49.10158079;34.37;34.37;2;2;5060;0;0;15.2675;0;0;0;0;
g953;953;953;1.335837114;17.69864199;12.39;12.39;2;2;5068;0;0;153.254;0;0;0;0;
g954;954;954;0.426831964;9.652337963;6.76;6.76;2;2;5069;0;0;9.6485;0;0;0;0;
g955;955;955;1.093346104;14.98303385;10.49;10.49;1;1;5071;42.94965215;0;176.4;0;0;0;0;
g956;956;956;1.693918661;14.90542333;10.43;10.43;1;1;5071;47.94136369;0;160.1505;0;0;0;0;
g957;957;957;2.564112251;23.87452063;16.71;16.71;1;1;5073;13.56338934;0;224.4935;0;0;0;0;
g958;958;958;1.432323033;15.91742943;11.14;11.14;1;1;5073;46.12125177;0;145.9545;0;0;0;0;
g959;959;959;2.665132595;24.13812302;16.9;16.9;1;1;5077;0;0;195.6085;0;0;0;0;
g960;960;960;0.25089577;5.279990101;3.7;3.7;1;1;5079;0;0;3.0395;0;0;0;0;
g961;961;961;0.342149746;5.202314648;3.64;3.64;4;4;5079;0;0;3.6185;0;0;0;0;
g962;962;962;0.063631612;2.958685042;2.07;2.07;4;4;5085;0;0;0;0;0;0;0;
g963;963;963;31.64833814;247.3325338;173.13;173.13;2;2;5989;52.20679185;0;698.2115;0;0;0;0;
g964;964;964;32.39278227;246.332804;172.43;172.43;2;2;5989;69.81388685;0;872.423;0;0;0;0;
g965;965;965;46.81252813;241.4374217;169.01;169.01;1;1;5989;81.9524797;0;866.7965;0;0;0;0;
g966;966;966;0;647.5414945;453.28;453.28;4;4;5990;101.0474599;0;861.4485;0;0;0;0;
g967;967;967;0;656.8862381;459.82;459.82;1;1;5990;0;0;912.2925;0;0;0;0;
g968;968;968;81.24016968;247.7727765;173.44;173.44;4;4;5992;140.8989919;0;728.542;0;0;0;0;
g969;969;969;337.0168804;1082.729936;757.91;757.91;2;2;5993;408.0082089;0;4009.8255;0;0;0;0;
g970;970;970;326.5072116;1087.669795;761.37;761.37;4;4;5993;412.0155925;0;3671.02;0;0;0;0;
g971;971;971;0;186.7007409;130.69;130.69;1;1;5995;0;0;780.383;0;0;0;0;
g972;972;972;3.505167657;189.7079126;132.8;132.8;1;1;5996;0;0;680.382;0;0;0;0;
g973;973;973;0;1500;1050;1050;2;2;5998;0;0;7475.205;0;0;0;0;
g974;974;974;0.249859214;9.615482115;6.73;6.73;1;1;5998;0;0;6.932;0;0;0;0;
g975;975;975;0;0.744550542;0.52;0.52;4;4;5999;11.21808961;0;0;0;0;0;0;
g976;976;976;0;0.455123006;0.32;0.32;2;2;5999;5.649523565;0;0;0;0;0;0;
g977;977;977;50;500;350;350;1;1;6003;425.6282534;0;271.8085;0;0;0;0;
g978;978;978;0;0.109070768;0.08;0.08;4;4;6006;9.831279505;0;0;0;0;0;0;
g979;979;979;0;0;0.06;0.06;1;1;6006;9.716814035;0;0;0;0;0;0;
g980;980;980;0;402.6248612;281.84;281.84;1;1;6014;0;0;826.43;0;0;0;0;
g981;981;981;0;418.397354;292.88;292.88;2;2;6014;0;0;874.46;0;0;0;0;
g982;982;982;3.053912188;27.27228809;19.09;19.09;1;1;6017;0;0;218.802;0;0;0;0;
g983;983;983;3.422801331;57.149617;40;40;4;4;6017;0;0;120.655;0;0;0;0;
g984;984;984;0;450;315;315;4;4;6019;33.00027189;0;222.8495;0;0;0;0;
g985;985;985;0;450;315;315;1;1;6019;42.08086244;0;292.4795;0;0;0;0;
g988;988;988;0;1500;1050;1050;1;1;6033;0;0;12786.9985;0;0;0;0;
g989;989;989;0;1500;1050;1050;4;4;6033;0;0;5390.4315;0;0;0;0;
g990;990;990;0;1500;1050;1050;1;1;6033;0;0;6589.484;0;0;0;0;
g991;991;991;0;1500;1050;1050;1;1;6033;2.915015297;0;6142.4085;0;0;0;0;
g992;992;992;0;1500;1050;1050;1;1;6033;0;0;6807.281;0;0;0;0;
g993;993;993;0;1500;1050;1050;4;4;6033;0;0;6868.2295;0;0;0;0;
g994;994;994;0;1500;1050;1050;2;2;6034;0;0;9414.902;0;0;0;0;
g995;995;995;6.993904286;64.91470521;45.44;45.44;1;1;6034;0;0;439.2235;0;0;0;0;
g996;996;996;0;1500;1050;1050;4;4;6034;0;0;5567.7775;0;0;0;0;
g997;997;997;51.23583713;242.3386426;169.64;169.64;2;2;6037;93.1712633;0;838.897;0;0;0;0;
g998;998;998;302.3640453;600;420;420;2;2;6040;413.5465303;0;2554.934;0;0;0;0;
g999;999;999;0;500;350;350;4;4;6041;30.72169196;0;190.385;0;0;0;0;
g1000;1000;1000;199.9164167;414.8165837;290.37;290.37;4;4;6045;375.5150706;0;2884.0065;0;0;0;0;
g1001;1001;1001;198.1763454;410.4795089;287.34;287.34;1;1;6045;430.4123009;0;2020.47;0;0;0;0;
g1002;1002;1002;230;377.7713835;264.44;264.44;1;1;6045;390.4922497;0;2464.8855;0;0;0;0;
g1003;1003;1003;182.4482662;382.0860664;267.46;267.46;4;4;6045;404.1998892;0;2763.2285;0;0;0;0;
g1004;1004;1004;0;1500;1050;1050;1;1;6053;0;0;10078.7425;0;0;0;0;
g1005;1005;1005;41.86371259;269.0307644;188.32;188.32;1;1;6052;87.1903359;0;1253.8645;0;0;0;0;
g1006;1006;1006;31.89482753;310.7028617;217.49;217.49;4;4;6054;67.85654755;0;1713.3965;0;0;0;0;
g1007;1007;1007;0;1615.12;1130.58;1130.58;1;1;6057;0;0;18945.489;0;0;0;0;
g1009;1009;1009;324.2322377;1045.172638;731.62;731.62;2;2;6060;363.560157;0;2799.0135;0;0;0;0;
g1010;1010;1010;242.2137368;1050.709816;735.5;735.5;2;2;6060;384.7817932;0;4709.97;0;0;0;0;
g1011;1011;1011;216.227398;404.4515666;283.12;283.12;1;1;6060;440.5811837;0;2535.0235;0;0;0;0;
g1012;1012;1012;216.5838614;407.0238681;284.92;284.92;1;1;6060;418.4950238;0;1784.198;0;0;0;0;
g1013;1013;1013;226.4308118;600;420;420;2;2;6071;298.8426406;0;405.346;0;0;0;0;
g1014;1014;1014;0;1500;1050;1050;2;2;6076;0;0;7308.3565;0;0;0;0;
g1016;1016;1016;0;497;347.9;347.9;1;1;6086;33.03996808;0;219.0145;0;0;0;0;
g1017;1017;1017;0;1078.33;754.83;754.83;4;4;6089;98.7038388;0;2891.135;0;0;0;0;
g1018;1018;1018;352.5623499;1033.666382;723.57;723.57;1;1;6097;426.755763;0;2880.5465;0;0;0;0;
g1019;1019;1019;335.1720997;893.8528279;625.7;625.7;4;4;6097;465.2543751;0;3524.4365;0;0;0;0;
g1020;1020;1020;342.1759606;903.0301857;632.12;632.12;4;4;6097;499.2812505;0;3876.827;0;0;0;0;
g1021;1021;1021;0;1500;1050;1050;4;4;6100;0;0;8654.774;0;0;0;0;
g1022;1022;1022;0;1500;1050;1050;1;1;6101;0;0;14171.7355;0;0;0;0;
g1023;1023;1023;0;1500;1050;1050;4;4;6114;0;0;9387.025;0;0;0;0;
g1024;1024;1024;0;1500;1050;1050;2;2;6115;0;0;11922.5105;0;0;0;0;
g1025;1025;1025;0;1500;1050;1050;1;1;6119;0;0;9730.291;0;0;0;0;
g1026;1026;1026;0;1500;1050;1050;4;4;6120;0;0;9153.442;0;0;0;0;
g1027;1027;1027;0;1500;1050;1050;1;1;6121;0;0;8321.7965;0;0;0;0;
g1028;1028;1028;0;1500;1050;1050;2;2;6123;0;0;1621.8985;0;0;0;0;
g1034;1034;1034;0.038788248;1227.09;858.96;858.96;2;2;6134;0;0;12066.762;0;0;0;0;
g1035;1035;1035;0;450;315;315;4;4;6135;32.06771785;0;271.557;0;0;0;0;
g1038;1038;1038;0;1500;1050;1050;1;1;6143;0;0;8891.392;0;0;0;0;
g1040;1040;1040;0;1500;1050;1050;4;4;6143;0;0;8573.318;0;0;0;0;
g1041;1041;1041;0;1500;1050;1050;1;1;6146;0;0;7767.2715;0;0;0;0;
g1044;1044;1044;11.60436712;727.5130335;509.26;509.26;1;1;6157;87.69413315;0;1402.8715;0;0;0;0;
g1045;1045;1045;0;2121.83;1485.28;1485.28;2;2;6161;0;0;11271.6035;0;0;0;0;
g1047;1047;1047;34.22392959;179.4422527;125.61;125.61;4;4;6164;46.99488866;0;413.438;0;0;0;0;
g1048;1048;1048;32.64671406;177.8494747;124.49;124.49;2;2;6164;50.11811945;0;578.7375;0;0;0;0;
g1049;1049;1049;0;380.6998851;266.49;266.49;1;1;6165;0;0;1191.1485;0;0;0;0;
g1050;1050;1050;0;442.7942217;309.96;309.96;4;4;6165;0;0;1426.9185;0;0;0;0;
g1051;1051;1051;0;445.590329;311.91;311.91;2;2;6165;0;0;1693.8305;0;0;0;0;
g1052;1052;1052;0;420.5331179;294.37;294.37;4;4;6165;0;0;1437.6115;0;0;0;0;
g1053;1053;1053;0;521;364.7;364.7;2;2;6170;37.9350508;0;299.7875;0;0;0;0;
g1054;1054;1054;15.05159311;188.6086982;132.03;132.03;2;2;6170;22.62140057;0;710.268;0;0;0;0;
g1055;1055;1055;0;45.32142857;31.72;31.72;4;4;6170;20.635;0;4.3485;0;0;0;0;
g1056;1056;1056;8.146570739;84.59040776;59.21;59.21;2;2;6170;25.12237695;0;492.035;0;0;0;0;
g1057;1057;1057;8.962633253;71.04164042;49.73;49.73;2;2;6170;10.79904263;0;407.14;0;0;0;0;
g1058;1058;1058;0;1500;1050;1050;4;4;6177;0;0;7362.51;0;0;0;0;
g1061;1061;1061;0;1500;1050;1050;2;2;6189;0;0;9297.361;0;0;0;0;
g1062;1062;1062;0;1500;1050;1050;1;1;6191;0;0;6439.726;0;0;0;0;
g1063;1063;1063;20.40273922;347.6661024;243.37;243.37;4;4;6193;0;0;1040.392;0;0;0;0;
g1064;1064;1064;12.92970305;166.2510146;116.38;116.38;4;4;6193;28.87322124;0;529.031;0;0;0;0;
